date,combined_titles,processed_text,sentiment_label_1,sentiment_score_1,sentiment_label_2,sentiment_score_2,sentiment_label_finbert,sentiment_score_finbert,Date,Coffee_Price,price_change_pct,price_movement
2015-07-02,"Promotional Coffee Videos Are Like Works of Art These Days Strietman Announces the CT1, a New High-End Home Lever Machine",days art machine like promotional ct works strietman home announces lever new coffee highend videos,LABEL_1,0.8285207748413086,NEGATIVE,0.969974935054779,neutral,0.8674136400222778,2015-07-02,125.5999984741211,0.39968026067036533,neutral
2015-07-06,This Goat-Inspired Coffee Mug That Ripped Through Kickstarter Is Now Shipping Former Starbucks Manager Takes the Mound at Chicago’s Groundswell Café What Coffee Can Learn From Farm Management at Napa’s Vineyards,vineyards ripped caf starbucks shipping management mug coffee napas mound goatinspired groundswell learn farm manager kickstarter takes former chicagos,LABEL_1,0.8476359248161316,NEGATIVE,0.9973928928375244,neutral,0.8747332692146301,2015-07-06,123.3000030517578,-1.8312065687144052,neutral
2015-07-07,Sextant Coffee Sweetens the Scene in San Francisco’s SOMA District Has Starbucks Blown Up All Our Assumptions About Cold Brew Consumption? Retail Price From These ‘Blue Chip’ Roasters Rises to $21.94 Per Pound in 2015 Q2,sweetens scene blue retail roasters price starbucks district franciscos san rises consumption pound coffee blown per chip brew cold soma q assumptions sextant,LABEL_1,0.8770497441291809,NEGATIVE,0.9853555560112,neutral,0.8649910688400269,2015-07-07,122.9000015258789,-0.3244132327482441,neutral
2015-07-08,"Past SCAA President Max Quirin One of 17 Detained in Guatemalan Fraud Case A Triad of Triangle Coffee Carts Tailoring to Tastes in Three Unique Boston Spots 15 of the Best Summer Coffee Cocktails Being Sold Right Now Hidden Heroes: One Woman’s Fight to Revive a Coffee Community in Opatoro, Honduras",revive community heroes tastes tailoring quirin fight boston hidden past cocktails max right triad best coffee president opatoro carts one spots three sold detained womans guatemalan case scaa triangle unique summer fraud honduras,LABEL_1,0.8358030915260315,NEGATIVE,0.9041807055473328,neutral,0.8858925700187683,2015-07-08,123.1500015258789,0.20341741000495794,neutral
2015-07-09,"Marie Franklin Joins Seattle’s Caffè Umbria as Development Director Green Coffee Prices Rally Slightly Over May’s 17-Month Low, Largely on Robusta How UK-Based FlavorActiv Hopes to Redefine Sensory Analysis in Coffee",analysis director largely prices flavoractiv slightly redefine joins development caff ukbased coffee mays robusta hopes rally low month marie seattles sensory green franklin umbria,LABEL_1,0.8800579905509949,NEGATIVE,0.9904654026031494,neutral,0.7051239013671875,2015-07-09,122.75,-0.3248083807736335,neutral
2015-07-10,"Responsible, Sustainable Kopi Luwak Production: Could It Be a Real Thing?",responsible thing sustainable real production luwak kopi could,LABEL_1,0.8002703785896301,POSITIVE,0.9980449676513672,neutral,0.7428181171417236,2015-07-10,122.9499969482422,0.16293030406697717,neutral
2015-07-13,"NZ Employment Authority Sides with Underdog in Competing Roastery Case Allegra Events to Debut Consumer-Facing House of Coffee & Co. Event in London Flash-Chilling, Seasonal Cuisine and Roasting (Soon) at Nashville’s Steadfast Coffee",competing house sides co flashchilling events employment underdog london consumerfacing steadfast cuisine coffee event authority nz soon seasonal nashvilles case roastery roasting allegra debut,LABEL_1,0.9127573370933533,POSITIVE,0.7746480703353882,neutral,0.8959633111953735,2015-07-13,126.5999984741211,2.968687772652334,neutral
2015-07-14,"The Secret to Controlling the Coffee Berry Borer May Be In Its Exceptional Gut Now Roasting In Huntsville, Alabama: Wild Bean Coffee Company Inaugural International Coffee Day Coming Oct. 1, with Charitable Focus on Farmers Sustainability: I Do Not Think It Means What You Think It Means",berry coming farmers inaugural oct wild day focus secret coffee company borer charitable exceptional sustainability alabama gut means international controlling roasting bean may think huntsville,LABEL_1,0.8132773637771606,POSITIVE,0.7798236012458801,neutral,0.8937143087387085,2015-07-14,129.85000610351562,2.567146657635133,neutral
2015-07-15,"Marketing Beat: Nestlé Has a Bunch of Naked People Pushing Coffee Creamer Cold Brew Wasn’t Invented Yesterday, So Here’s Some Historical Perspective Sustainable Harvest Suspends Let’s Talk Coffee Global Event in Brazil",lets creamer sustainable brazil people naked beat heres coffee event yesterday bunch global historical wasnt perspective pushing brew invented suspends marketing cold talk nestl harvest,LABEL_1,0.6541196703910828,NEGATIVE,0.9935945868492126,neutral,0.8104912042617798,2015-07-15,128.0,-1.4247254651962193,neutral
2015-07-16,"Beer Cans, Controversy and Texas Law at Cuvee Coffee In Austin A Guide to Some of the Best Coffee in Moscow Espresso with a Side of California Sunshine at Love Coffee Bar",espresso austin beer cans cuvee best love guide side sunshine controversy moscow california bar coffee law texas,LABEL_2,0.7368350625038147,NEGATIVE,0.8041567206382751,neutral,0.9161178469657898,2015-07-16,127.4499969482422,-0.4296898841857799,neutral
2015-07-17,Cold Brew Craze Hits New Level of Refinement with Bottled Espresso Martini,espresso refinement cold level hits martini new craze bottled brew,LABEL_1,0.5850791335105896,POSITIVE,0.9398592114448547,neutral,0.5825221538543701,2015-07-17,127.0,-0.3530772530539572,neutral
2015-07-20,"Introducing Roast en Español: Roast Revista ACE Suspending Cup of Excellence in Five Countries as It Revamps Operations Three Shops, Three Wheels: Philly’s HubBub Trikes Take Cold Brew to the Streets",excellence suspending cup revamps countries operations trikes revista three take hubbub brew five introducing streets ace espaol cold roast wheels en shops phillys,LABEL_1,0.7976062297821045,NEGATIVE,0.9128772616386414,neutral,0.8965436220169067,2015-07-20,125.8499984741211,-0.9055130125030786,neutral
2015-07-21,"Bellwether in Denver: Great Coffee Plus Whiskey, Barbering and Co-Working It’s Christmas in July for Southtown San Antonio’s White Elephant Coffee Specialty Coffee’s Place on the ‘New Global Food Frontier’",southtown plus coworking white denver coffees san food frontier coffee whiskey elephant christmas bellwether global antonios place july barbering specialty new great,LABEL_2,0.7595617771148682,POSITIVE,0.9783198237419128,neutral,0.9078260064125061,2015-07-21,123.8499984741211,-1.589193503575026,neutral
2015-07-22,"Steampunk-Maker Alpha Dominche Announces Global Expansion Effort Meet NewCrop, an Online Split-Lot Green Coffee Bidding Platform New App 12oz Introduces ‘Unlimited Coffee’ Concept with 10 Nashville Shops Consider Active vs. Passive Consumer Education at the Coffee Bar",newcrop dominche education splitlot vs bar online app consider announces coffee expansion consumer unlimited active global effort platform meet bidding concept passive alpha introduces steampunkmaker new green nashville oz shops,LABEL_1,0.651425838470459,NEGATIVE,0.8955134749412537,neutral,0.8514121770858765,2015-07-22,125.0500030517578,0.968917716932749,neutral
2015-07-23,"SCAA Issues Cost Breakdown for Regionals, Including $100,000+ from General Fund A Guide to Great Coffee in Warsaw, Poland Butter-in-Coffee Company Bulletproof Secures $9 Million Investment",issues secures cost guide million including coffee company regionals investment fund breakdown poland general bulletproof scaa butterincoffee warsaw great,LABEL_2,0.7005137801170349,NEGATIVE,0.978211522102356,neutral,0.83866286277771,2015-07-23,121.5500030517578,-2.7988803795161554,neutral
2015-07-24,Savannah Roastery Perc Coffee Opening its Doors with No-Frills Menu,doors savannah perc nofrills roastery opening coffee menu,LABEL_1,0.9007759690284729,NEGATIVE,0.8577175736427307,neutral,0.9236442446708679,2015-07-24,122.25,0.575892168381209,neutral
2015-07-27,Coffee Roasted in Greece and Scandinavian Design at Coffee Profilers in Berlin Relevant Roasters Reveals New Coffee Bar in Memphis Shared Roasting and Forward Thinking at Tokyo’s Glitch Coffee & Roasters,roasters bar design profilers relevant reveals memphis thinking coffee tokyos greece glitch forward roasted scandinavian shared berlin roasting new,LABEL_1,0.802947998046875,POSITIVE,0.9952545166015625,neutral,0.9099314212799072,2015-07-27,120.4000015258789,-1.5132911853751319,neutral
2015-07-28,"Inside Counter Culture’s 10th Training Center, in Charleston Women Farmers Win at First Myanmar National Cupping Competition Portland’s Behind-the-Scenes Roastery Incubator Steps Into the Light",charleston steps farmers women win incubator inside th light behindthescenes training counter portlands myanmar competition national roastery center cupping cultures first,LABEL_1,0.7847960591316223,POSITIVE,0.9822756052017212,neutral,0.9152805805206299,2015-07-28,120.25,-0.12458598337032889,neutral
2015-07-29,"Java Jog Announces $23,000 in Grants to Benefit Women in Ethiopia U.S. Per Capita Coffee Consumption is Pretty Much Unchanged Since 1999, Gallup Says Wilfa and Wendelboe Join the Pourover Party with Insulated Immersion Brewer",says gallup pretty us capita unchanged women java ethiopia benefit since announces much consumption coffee grants per immersion insulated wilfa pourover wendelboe brewer join jog party,LABEL_1,0.5742430686950684,POSITIVE,0.7273553013801575,positive,0.5159645676612854,2015-07-29,122.1500015258789,1.5800428489637364,neutral
2015-07-30,How Biochar Could Answer Some of Coffee’s Most Burning Questions Why Local Roasters Might Want to Learn Up on the Wacky New Bike Concept Wheelys,questions learn roasters concept want biochar coffees wacky burning answer bike might new wheelys could local,LABEL_1,0.8571068048477173,NEGATIVE,0.9937884211540222,neutral,0.8979103565216064,2015-07-30,124.9000015258789,2.251330303436294,neutral
2015-07-31,Upper Left Doing All the Right Things in Portland’s Ladd’s Addition Andante Coffee Finds a Choice Spot in DTLA’s South Park Lofts,addition left south portlands right choice ladds things finds lofts park spot andante upper dtlas coffee,LABEL_1,0.9168660044670105,NEGATIVE,0.8934152126312256,neutral,0.876074492931366,2015-07-31,125.25,0.2802229542395729,neutral
2015-08-03,"Chew on This: Fat Taste Is a Real Thing in Coffee and Other Edibles Mr. Green Beans: The Home-Roasting Resource That Spawned a Professional Collective As Coffee Farms Shrink, Smallholders will Require More than Just Market Incentives",incentives taste edibles shrink collective beans thing farms spawned smallholders homeroasting coffee resource chew professional market mr real green fat require,LABEL_1,0.8329174518585205,NEGATIVE,0.994494616985321,neutral,0.90556401014328,2015-08-03,123.9499969482422,-1.0379265882297761,neutral
2015-08-04,"New Ceramics Maker Constellation Supply Launches with Star Product, the Little Dripper Cropster to Provide 2016 Cup of Excellence Auction Platform with New Green Trading Hub Higher Wages, Great! But How to Afford?",ceramics excellence dripper trading afford higher supply launches cup provide hub product star constellation cropster platform wages new green auction little great maker,LABEL_2,0.7445239424705505,NEGATIVE,0.8728902339935303,positive,0.5228551626205444,2015-08-04,124.9000015258789,0.7664417918730626,neutral
2015-08-05,"Luna Gourmet Acquires 50-Year-Old Boyer’s Coffee in Denver Unpretentious Beauty and San Francisco Coffee at Bakers & Baristas in Artesia As the Year of Green Coffee Trading Platforms Rolls Along, Meet Café Internacional Haven’t You Heard? Gold-Dusted Donuts and Milk on Tap (for Baristas) at Gossip Coffee",beauty caf bakers gourmet trading heard denver boyers artesia san along yearold milk year rolls coffee baristas platforms acquires unpretentious luna internacional golddusted donuts francisco meet gossip havent green tap,LABEL_1,0.8214040994644165,NEGATIVE,0.9650678634643555,neutral,0.8795848488807678,2015-08-05,125.9000015258789,0.8006405026286689,neutral
2015-08-06,"Kickapoo Coffee Goes Full Solar, Challenges Other Coffee Companies to Do the Same A Contemporary Guide to Some of the Best Coffee in Columbus, Ohio The Javarator: Like a Kegerator for Mature People with Office Jobs",javarator ohio people goes columbus like companies best office guide kickapoo coffee jobs kegerator challenges mature full contemporary solar,LABEL_1,0.5930611491203308,POSITIVE,0.978679358959198,neutral,0.9149512648582458,2015-08-06,124.25,-1.3105651357277703,neutral
2015-08-10,Chobani CEO Becomes Sole Investor and Majority Owner of La Colombe Coffee Casting the Drum: The Foundations of the Roasting Behemoth Probat Coffee Prices Sink to 18-Month Low but Upward Surges May Be Coming Vent Coffee Roasters: A Breath of Fresh Air in Historic Baltimore at the Argosy Café,sole roasters fresh caf foundations coming prices casting drum behemoth vent probat baltimore owner argosy coffee chobani colombe breath majority investor upward la month low historic sink becomes air roasting surges may ceo,LABEL_1,0.8997098803520203,NEGATIVE,0.9772194623947144,neutral,0.6517846584320068,2015-08-10,133.5,4.460091402293442,up
2015-08-11,"How Much Is Latte Art Really Worth? A Whole Lot, New Study Says Kansas City’s Newest Coffee Roaster is So Meta Chop Sleeves, Not Trees: The ‘Zero Waste’ Principle Behind Sleeveless",behind art says meta kansas sleeves study waste trees roaster much coffee zero principle latte citys sleeveless newest worth really lot new chop whole,LABEL_1,0.7818598747253418,NEGATIVE,0.9855013489723206,neutral,0.8693785071372986,2015-08-11,137.1999969482422,2.771533294563433,neutral
2015-08-12,"From Blue Bottle to Carolina Blue: Shaw Sturton’s Gray Squirrel Coffee in N.C. Vac to the Future: KitchenAid Unveils Automatic Siphon Coffee Brewer Chicago’s Bow Truss Doubling Retail Footprint to 12 Shops, Including a Cali Café One Step At a Time for Three Bears Coffee in Knoxville, Tennessee",blue retail caf knoxville truss step nc time squirrel carolina bears automatic shaw vac unveils including kitchenaid doubling coffee siphon future cali bow one three sturtons brewer gray footprint chicagos bottle tennessee shops,LABEL_1,0.9123871326446533,NEGATIVE,0.9838256239891052,neutral,0.8941504955291748,2015-08-12,131.85000610351562,-3.8994103234162747,neutral
2015-08-13,Reverb Coffee Truck Poised to Send Ripples Through Memphis Coffee Education for the Masses from Blue Bottle’s Michael Phillips,blue memphis ripples bottles reverb phillips education masses michael coffee poised truck send,LABEL_1,0.9151913523674011,NEGATIVE,0.9888749122619629,neutral,0.8316122889518738,2015-08-13,137.0500030517578,3.943873119095387,neutral
2015-08-14,"Workfrom Helps ‘Free-Range’ Workers Find Table Space, But Is It Good for Business? Understanding How This Cute Little Lizard Can Help Save Coffee",freerange table find workfrom lizard helps workers understanding business save good cute coffee space help little,LABEL_2,0.8866644501686096,NEGATIVE,0.9796544909477234,neutral,0.8962299227714539,2015-08-14,137.5,0.32834508443770893,neutral
2015-08-17,"This Porous Ceramic Coffee Filter is One of Japan’s Best Kept Secrets Forecast of a 2015 “Godzilla El Niño” Threatens the Global Coffee Community Inside the Massive Green Joe’s Flagship Café in Greensboro, N.C.",joes community caf flagship nc el kept greensboro best japans coffee filter ceramic inside secrets godzilla nio one porous global massive threatens forecast green,LABEL_1,0.7304373979568481,NEGATIVE,0.9898912906646729,neutral,0.8295997977256775,2015-08-17,134.75,-2.0000000000000018,neutral
2015-08-18,"The 50-Year-Old San Francisco Family Roastery You’ve Probably Never Heard Of Meet Honeybee Coffee, Building the Seed-to-Cup Buzz in Knoxville, Tenn. Tanager Coffee’s Goal: Rebuild the Las Cruces Soccer Field in El Salvador",never tenn soccer field knoxville heard honeybee el coffees goal san yearold family salvador coffee probably tanager seedtocup francisco youve las meet building rebuild cruces roastery buzz,LABEL_1,0.875662624835968,NEGATIVE,0.9926390647888184,neutral,0.9004054069519043,2015-08-18,135.3000030517578,0.40816553006146616,neutral
2015-08-19,Now Roasting in Waco: Dichotomy Offshoot Apex Coffee Roasters The Latest on Diacetyl and Roasters’ Occupational Health Specialty Coffee Association of Europe Creates Deputy Executive Director Role,director roasters dichotomy association diacetyl role creates executive coffee health waco europe apex offshoot occupational latest deputy specialty roasting,LABEL_1,0.9165844917297363,POSITIVE,0.5212244987487793,neutral,0.93923020362854,2015-08-19,131.14999389648438,-3.0672646427701067,neutral
2015-08-20,Can the Coffee Industry Afford to Address Child Labor and Forced Labor? 5th Element: A Seed-to-Cup Concept from World Barista Champion Alejandro Mendez,alejandro address concept mendez labor barista industry child forced afford th element world coffee champion seedtocup,LABEL_1,0.8420159816741943,NEGATIVE,0.9124967455863953,neutral,0.8821775913238525,2015-08-20,127.6500015258789,-2.6686942687683124,neutral
2015-08-21,The Beerspresso: A Hoppy Marriage of Iced Coffee and Beer at Atlanta’s Taproom Seed to Cup to Grill: Coffee Coals Turn Spent Grinds into BBQ Fuel,grinds hoppy beer coals atlantas turn fuel seed taproom spent iced marriage cup grill bbq coffee beerspresso,LABEL_1,0.8850725889205933,NEGATIVE,0.9987770915031433,neutral,0.9223988652229309,2015-08-21,121.9000015258789,-4.504504450659397,down
2015-08-24,"UK Specialty Coffee Boom Just Beginning, 100% Growth Expected by 2020 Coffee Bean & Tea Leaf to Open 700 China Stores with E-Land Partnership Cleveland’s Six Shooter Coffee Aims High with Fresh Roasts and Craft Ceramics",ceramics fresh aims six shooter leaf china craft stores coffee tea expected eland high beginning growth partnership open roasts clevelands specialty bean boom uk,LABEL_1,0.6832656860351562,POSITIVE,0.985988199710846,neutral,0.8600030541419983,2015-08-24,117.5,-3.6095172032830525,neutral
2015-08-25,"Q&A with New Colombian Coffee Growers Federation CEO Roberto Vélez Vallejo There Grows the Neighborhood: Fire Roasted Coffee Heats Up London, Ontario Myth: Farm Labor is Only An Issue for Big Roasters Sourcing Big Volumes",roasters roberto labor grows qa vallejo london colombian coffee big fire vlez growers farm sourcing issue ontario roasted volumes neighborhood heats myth new federation ceo,LABEL_1,0.8971316814422607,NEGATIVE,0.9702653884887695,neutral,0.9256590008735657,2015-08-25,117.0500030517578,-0.3829761261635811,neutral
2015-08-26,"Jaho Coffee in Good Spirits With Downtown Boston Opening Inside Probat Burns’ New Training Lab Outside Chicago Loring Adds Longtime Tech Marketer Dennis Vogel to Management Team A Century-Old Uno Roaster Brought Back To Life, Will ‘Breathe Fire’ Again",burns downtown centuryold team marketer management lab probat dennis roaster longtime life breathe adds coffee back jaho inside fire chicago spirits loring brought good uno vogel training outside tech opening new boston,LABEL_2,0.7135513424873352,POSITIVE,0.9872819781303406,neutral,0.8507598638534546,2015-08-26,118.6999969482422,1.4096487428153281,neutral
2015-08-27,Mighty Good? More Like Friggin’ Great Time for Coffee In Ann Arbor Will Frith Joins Growing Modbar Team as Facilitator of All Kinds of Things,kinds frith modbar arbor like facilitator joins team good growing time coffee things ann friggin great mighty,LABEL_2,0.9466413259506226,POSITIVE,0.9896786212921143,neutral,0.7599488496780396,2015-08-27,121.0500030517578,1.9797861532720118,neutral
2015-08-28,Full-Service Sip Coffee & Beer Garage Coming to Phoenix with Local Roasters 46 and 2 Equals New Heights in Hopped Cold Coffee,garage sip phoenix beer roasters hopped cold coming equals new fullservice local heights coffee,LABEL_1,0.6942698359489441,NEGATIVE,0.9795464873313904,neutral,0.8299461007118225,2015-08-28,120.4499969482422,-0.4956679788426399,neutral
2015-08-31,Sensory Analysis in the Northwoods: A 2015 Roasters Guild Retreat Recap Sustainable Harvest Presents Initial Findings of Fermentation Research Project at Origin Slayer Offering More Than Half Off Latest Generation with Trade-In Program,analysis recap generation roasters northwoods sustainable half project retreat tradein fermentation program presents research findings initial latest sensory origin slayer harvest offering guild,LABEL_1,0.9056769609451294,POSITIVE,0.949400782585144,neutral,0.8849384784698486,2015-08-31,120.5500030517578,0.08302707019458566,neutral
2015-09-01,"Morning Bell Coffee Roasters Swings from Phoenix to Ames, Iowa Side Selling: Short-Term Benefit to Producers and Long-Term Threat to Supply Honduras Government to Transition Leaf Rust-Affected Coffee Lands to Cocoa Despite Eradication Efforts, Coca is Pulling Farmworkers Away from Coffee",swings pulling roasters producers government cocoa coca despite iowa supply lands transition phoenix benefit selling longterm leaf farmworkers rustaffected coffee bell side morning away eradication honduras shortterm ames efforts threat,LABEL_1,0.723775327205658,NEGATIVE,0.9817682504653931,neutral,0.3755251169204712,2015-09-01,117.0500030517578,-2.9033595283255886,neutral
2015-09-02,"The Heart and Science of H+S Coffee Roasters in Laramie, Wyoming In Essense, a Fresh Approach to Single-Serve Product Development Pucker Up: The Coffee Cup Lid that Kisses Also Has Eyes on Purses",wyoming roasters fresh singleserve purses approach cup essense laramie development product kisses coffee eyes hs lid pucker also science heart,LABEL_1,0.7017345428466797,POSITIVE,0.9867736101150513,neutral,0.9191964268684387,2015-09-02,114.6999969482422,-2.0076941838920392,neutral
2015-09-03,"Former Johnny Rockets Head John Fuller Joins Coffee Bean & Tea Leaf Growing Ithaca Coffee Company Thinks Inside the Box Seeing Huge Growth Potential, ColorTrack Opening Shanghai Office",fuller potential rockets colortrack leaf office joins box johnny thinks coffee company tea inside seeing john growth ithaca huge shanghai head former opening bean growing,LABEL_1,0.7697327733039856,POSITIVE,0.9960575103759766,neutral,0.6918731331825256,2015-09-03,116.1999969482422,1.307759407070308,neutral
2015-09-04,World Aeropress Championship Seeking National and Regional Hosts,aeropress championship national world regional hosts seeking,LABEL_1,0.9197129607200623,POSITIVE,0.9918463826179504,neutral,0.9267867207527161,2015-09-04,115.8499984741211,-0.30120351403881696,neutral
2015-09-07,Roastery Planning and Pitfalls Part 1: Equipment C2Renew’s Coffee-Based Plastic Can be Made Into Literal Coffee Cups,cups pitfalls coffeebased literal part plastic equipment roastery made crenews coffee planning,LABEL_1,0.7476340532302856,NEGATIVE,0.9972565770149231,neutral,0.917702853679657,2015-09-07,,0.0,neutral
2015-09-08,"SCAA and SCAE Formally Exploring Broad Strategic Partnership Samuel Goldwyn Releases “Barista” Movie Trailer, Announces Nov. 6 Debut Coffee, Guns and the Nature of Hot Things in the Kentucky Courts Back-to-School Time: What (and Where) I Drank this Summer",hot backtoschool time strategic nature samuel nov broad announces goldwyn coffee drank trailer formally guns scae exploring partnership things courts releases barista movie scaa summer debut kentucky,LABEL_1,0.9106794595718384,NEGATIVE,0.8885794878005981,neutral,0.8650449514389038,2015-09-08,117.6999969482422,1.5968912373653277,neutral
2015-09-09,"Caribou Coffee and Einstein Bagels Unveil Store Concept, Coffee & Bagels On Snobbery, Coffee’s Unfortunate Semantic Burden Teenage Roastland: 14-Year-Old Starts the Profile Coffee Company",caribou profile concept burden coffees bagels teenage starts yearold snobbery unveil unfortunate semantic roastland coffee store einstein company,LABEL_1,0.49385085701942444,NEGATIVE,0.9975716471672058,neutral,0.8177925944328308,2015-09-09,117.8000030517578,0.0849669550625265,neutral
2015-09-10,"Tim Hortons Testing the Specialty Segment with ‘Limited Batch’ Line Coffee Prices Remain Low Amid El Niño Forecast and Depreciating Currencies Scale-Maker Acaia Closes Series A Funding, Expanding Global Efforts",remain scalemaker batch series prices funding tim segment el line currencies depreciating coffee closes nio acaia global limited testing low expanding hortons forecast amid specialty efforts,LABEL_1,0.839083731174469,NEGATIVE,0.9942141175270081,negative,0.529003381729126,2015-09-10,113.0500030517578,-4.0322579600553965,down
2015-09-11,"At Red Bay Coffee, A Pioneering Profit-Sharing Model for All Workers",pioneering profitsharing workers bay red coffee model,LABEL_1,0.8735600709915161,NEGATIVE,0.9200839996337891,neutral,0.8274741172790527,2015-09-11,113.3499984741211,0.26536524923925775,neutral
2015-09-14,"Moving Forward with Arabica’s Troubling Lack of Genetic Diversity Fellow Products’ Stagg Kettle Strong-Arms the Pourover Scene From California to London, Signs Pointing Toward Supply Labor Transparency Regulation",scene toward signs labor stagg genetic pointing kettle supply moving london california regulation troubling fellow products transparency forward lack arabicas pourover strongarms diversity,LABEL_1,0.6402415037155151,NEGATIVE,0.9957228899002075,neutral,0.5429189205169678,2015-09-14,117.0,3.2201160785301886,neutral
2015-09-15,"East Bay’s Supersonic Coffee Going It Alone After Split from Investor Coffee is the Sad Face of Whole Foods’ New Loss Leader Strategy Barbering, Vintage Bikes and Fine Espresso at Turbo Coffee in The Shoals Establishing a Vocabulary for Coffee’s Forced Labor Issue",espresso establishing shoals labor strategy fine vintage split east coffees bays turbo forced alone coffee vocabulary loss face investor issue sad foods leader barbering supersonic new bikes going whole,LABEL_1,0.6361640691757202,NEGATIVE,0.9967977404594421,neutral,0.7701106071472168,2015-09-15,115.5,-1.2820512820512775,neutral
2015-09-16,"Rabble Coffee Rousing Up the Best Roasts in Indy Inside Ceremony Coffee’s Stunning New 3,100-s.f. ‘Multi-Space’ in Baltimore Galvanizing Steel City’s Coffee Community with Pittsburgh Specialty Coffee Week",galvanizing community multispace rousing indy sf week steel rabble baltimore coffees best coffee inside ceremony citys pittsburgh roasts stunning specialty new,LABEL_2,0.8327370285987854,POSITIVE,0.9995583891868591,neutral,0.8710563778877258,2015-09-16,113.8000030517578,-1.4718588296469326,neutral
2015-09-17,Pope Francis Requested Specialty Coffee for His Historic U.S. Visit Lofty Ambitions for New York Startup High Bridge Cold Brew,startup lofty historic bridge ambitions requested cold specialty visit pope us york new high coffee francis brew,LABEL_1,0.5688302516937256,NEGATIVE,0.9688597917556763,neutral,0.7862497568130493,2015-09-17,113.5,-0.263623061258933,neutral
2015-09-18,"With New Café, Blip Roasters Revs Up Growth in KCMO’s West Bottoms Klvn Coffee Cranking Up the Heat in Pittsburgh",roasters caf blip revs west cranking heat new growth kcmos klvn bottoms pittsburgh coffee,LABEL_1,0.8931583166122437,NEGATIVE,0.8148688077926636,neutral,0.7925173044204712,2015-09-18,113.3499984741211,-0.13215993469507525,neutral
2015-09-21,"Roasters Shine at Inaugural Compak Golden Bean North America In Nariño, Colombia, Testing and Validation for ‘Third-Wave’ Channels",compak colombia roasters thirdwave america channels golden validation shine bean nario testing inaugural north,LABEL_1,0.9011349678039551,POSITIVE,0.5348484516143799,neutral,0.9066662192344666,2015-09-21,117.25,3.440671882116808,neutral
2015-09-22,"Endorffeine Part of Culinary Resurgence in L.A.’s Chinatown Rêve Coffee Opens Dream Roastery and Café in Lafayette, La. Roast Ratings Gives Whole-Bean Shoppers Professional Reviews at a Glance",caf rve chinatown endorffeine glance reviews shoppers coffee culinary part gives professional lafayette la las opens resurgence ratings roastery roast wholebean dream,LABEL_1,0.8570549488067627,POSITIVE,0.8714867234230042,neutral,0.895607590675354,2015-09-22,115.4499969482422,-1.535183839452281,neutral
2015-09-23,"Orphan Espresso’s Lido E: The Hand Grinder, Evolved Producers Bear Brunt of Price Risk in This Slumped Green Coffee Market Roastery Planning and Pitfalls Part 2: The Space Oregon Coffee Board Photo Contest Winner Will Go to Colombia",producers price evolved espressos brunt colombia winner orphan go slumped hand coffee contest board pitfalls part risk oregon photo market lido space planning roastery e green bear grinder,LABEL_1,0.8477194905281067,NEGATIVE,0.9928070306777954,neutral,0.9117512106895447,2015-09-23,116.1999969482422,0.6496318924427813,neutral
2015-09-24,"Finding Natural Solutions to Destructive Leaf Rust in Chiapas, Mexico Harry’s Chicken Joint in Seattle is Also Now a Coffee Joint",finding joint also leaf rust solutions harrys natural destructive seattle mexico chicken chiapas coffee,LABEL_1,0.7943440079689026,NEGATIVE,0.9867182374000549,neutral,0.9115471839904785,2015-09-24,118.3000030517578,1.8072342157211763,neutral
2015-09-25,"This Interactive Map Shows Increased Rent After Coffee Shops Appear In One Seattle Week, Slate Coffee Roasters Opened Two New Shops",opened interactive increased two appear rent roasters one slate map new coffee week shops seattle shows,LABEL_1,0.805949866771698,POSITIVE,0.9912049174308777,neutral,0.883451521396637,2015-09-25,122.6999969482422,3.7193523102103,neutral
2015-09-28,Starbucks to Donate One Coffee Tree for Every Bag Sold for a Year Perspectives on PRM: “Risk Management is Everyone’s Business” Water Avenue’s Pinot Noir Conditioned El Salvador is a Multi Family Affair,starbucks tree management el conditioned pinot year business salvador family noir coffee bag avenues prm one sold risk multi everyones every water donate perspectives affair,LABEL_1,0.8478196859359741,NEGATIVE,0.7659086585044861,neutral,0.8933237195014954,2015-09-28,119.1500015258789,-2.8932318750266695,neutral
2015-09-29,"Brew Global Introducing a World of New Brewing and Barista Products Square Unveils Data Mined from Thousands of U.S. Cafés Shake, Not Stir: A Fluid Bed Roaster From the Ground Up Hario Introduces V60 Drip Thermometer Kettle Accessory",accessory v brewing us kettle unveils roaster thermometer hario fluid products stir data global square thousands mined brew introducing drip barista cafs ground introduces world shake new bed,LABEL_1,0.8780146241188049,POSITIVE,0.566920816898346,neutral,0.8777987957000732,2015-09-29,120.8499984741211,1.4267703956956757,neutral
2015-09-30,State Officials Seize Cuvee Coffee’s “Crowler” Equipment Silicon Valley to Sidamo: A Tech-Based Traceability System for Ethiopia Second Glasgow Coffee Fest to Host First UK Coffee Roasting Championship,traceability crowler second seize ethiopia cuvee officials coffees equipment silicon valley coffee championship fest techbased glasgow state roasting sidamo host uk system first,LABEL_1,0.8926655650138855,NEGATIVE,0.9666476845741272,neutral,0.9120165705680847,2015-09-30,121.3499984741211,0.41373604163268407,neutral
